,session,type,outcome,sponsor_count,section_count,word_count
BILLS-115hr7120rds,115,hr,rds,0,1,191
BILLS-115hr7121ih,115,hr,ih,1,2,281
BILLS-115hr7122ih,115,hr,ih,1,4,1277
BILLS-115hr7123ih,115,hr,ih,10,9,2881
BILLS-115hr7124ih,115,hr,ih,36,11,6853
BILLS-115hr7125ih,115,hr,ih,1,1,197
BILLS-115hr7126ih,115,hr,ih,1,1,482
BILLS-115hr7127ih,115,hr,ih,13,14,5527
BILLS-115hr7128ih,115,hr,ih,4,2,816
BILLS-115hr7129ih,115,hr,ih,3,1,237
BILLS-115hr712ih,115,hr,ih,8,10,3674
BILLS-115hr7130ih,115,hr,ih,4,2,581
BILLS-115hr7131ih,115,hr,ih,2,2,917
BILLS-115hr7132ih,115,hr,ih,1,2,261
BILLS-115hr7133ih,115,hr,ih,1,2,435
BILLS-115hr7134ih,115,hr,ih,1,1,519
BILLS-115hr7135ih,115,hr,ih,1,1,218
BILLS-115hr7136ih,115,hr,ih,2,4,1187
BILLS-115hr7137ih,115,hr,ih,25,5,1173
BILLS-115hr7138ih,115,hr,ih,2,2,585
BILLS-115hr7139ih,115,hr,ih,2,2,321
BILLS-115hr713ih,115,hr,ih,7,7,1880
BILLS-115hr7140ih,115,hr,ih,9,82,46973
BILLS-115hr7141ih,115,hr,ih,22,9,5012
BILLS-115hr7142ih,115,hr,ih,11,5,2732
BILLS-115hr7143ih,115,hr,ih,1,3,401
BILLS-115hr7144ih,115,hr,ih,10,4,1912
BILLS-115hr7145ih,115,hr,ih,5,3,2831
BILLS-115hr7146ih,115,hr,ih,1,5,1554
BILLS-115hr7147ih,115,hr,ih,1,1,202
BILLS-115hr7148ih,115,hr,ih,1,6,7259
BILLS-115hr7149ih,115,hr,ih,2,2,665
BILLS-115hr714ih,115,hr,ih,1,4,531
BILLS-115hr7150ih,115,hr,ih,2,2,205
BILLS-115hr7151ih,115,hr,ih,1,2,626
BILLS-115hr7152ih,115,hr,ih,1,2,569
BILLS-115hr7153ih,115,hr,ih,2,7,1352
BILLS-115hr7154ih,115,hr,ih,1,2,179
BILLS-115hr7155ih,115,hr,ih,1,2,172
BILLS-115hr7156ih,115,hr,ih,2,6,3749
BILLS-115hr7157ih,115,hr,ih,1,3,553
BILLS-115hr7158ih,115,hr,ih,8,2,541
BILLS-115hr7159ih,115,hr,ih,2,2,283
BILLS-115hr715ih,115,hr,ih,2,5,1217
BILLS-115hr7160ih,115,hr,ih,1,3,1182
BILLS-115hr7161ih,115,hr,ih,1,2,668
BILLS-115hr7162ih,115,hr,ih,1,1,125
BILLS-115hr7163eh,115,hr,eh,0,2,964
BILLS-115hr7163ih,115,hr,ih,1,2,970
BILLS-115hr7163rfs,115,hr,rfs,0,2,957
BILLS-115hr7164eh,115,hr,eh,0,1,448
BILLS-115hr7164ih,115,hr,ih,2,1,476
BILLS-115hr7164rds,115,hr,rds,0,1,443
BILLS-115hr7165ih,115,hr,ih,4,2,334
BILLS-115hr7166ih,115,hr,ih,2,5,3552
BILLS-115hr7167ih,115,hr,ih,5,31,8221
BILLS-115hr7168ih,115,hr,ih,1,3,622
BILLS-115hr7169ih,115,hr,ih,16,8,2377
BILLS-115hr716ih,115,hr,ih,1,7,1442
BILLS-115hr7170ih,115,hr,ih,2,1,166
BILLS-115hr7171ih,115,hr,ih,3,7,2316
BILLS-115hr7172ih,115,hr,ih,1,1,267
BILLS-115hr7173ih,115,hr,ih,5,11,8049
BILLS-115hr7174ih,115,hr,ih,1,1,271
BILLS-115hr7175ih,115,hr,ih,2,2,593
BILLS-115hr7176ih,115,hr,ih,2,2,340
BILLS-115hr7177ih,115,hr,ih,1,4,1280
BILLS-115hr7178ih,115,hr,ih,4,12,2502
BILLS-115hr7179ih,115,hr,ih,3,1,402
BILLS-115hr717ih,115,hr,ih,4,2,584
BILLS-115hr717rh,115,hr,rh,7,2,695
BILLS-115hr7180ih,115,hr,ih,1,2,1098
BILLS-115hr7181ih,115,hr,ih,1,2,198
BILLS-115hr7182ih,115,hr,ih,1,2,701
BILLS-115hr7183ih,115,hr,ih,1,3,516
BILLS-115hr7184ih,115,hr,ih,1,3,492
BILLS-115hr7185ih,115,hr,ih,29,2,1038
BILLS-115hr7186ih,115,hr,ih,16,2,776
BILLS-115hr7187eh,115,hr,eh,0,2,172
BILLS-115hr7187enr,115,hr,enr,0,2,187
BILLS-115hr7187rds,115,hr,rds,0,2,166
BILLS-115hr7188ih,115,hr,ih,8,2,240
BILLS-115hr7189ih,115,hr,ih,4,6,1813
BILLS-115hr718ih,115,hr,ih,11,2,392
BILLS-115hr7190ih,115,hr,ih,3,5,3857
BILLS-115hr7191ih,115,hr,ih,2,16,2890
BILLS-115hr7192ih,115,hr,ih,1,3,1108
BILLS-115hr7193ih,115,hr,ih,1,1,319
BILLS-115hr7194ih,115,hr,ih,2,2,992
BILLS-115hr7195ih,115,hr,ih,5,8,4951
BILLS-115hr7196ih,115,hr,ih,3,4,4243
BILLS-115hr7197ih,115,hr,ih,1,2,726
BILLS-115hr7198ih,115,hr,ih,5,3,1064
BILLS-115hr7199ih,115,hr,ih,3,3,1046
BILLS-115hr719ih,115,hr,ih,11,7,1657
BILLS-115hr71eh,115,hr,eh,0,4,1423
BILLS-115hr71ih,115,hr,ih,24,4,1492
BILLS-115hr71rfs,115,hr,rfs,0,4,1415
BILLS-115hr7200ih,115,hr,ih,1,2,184
BILLS-115hr7201ih,115,hr,ih,7,1,293
BILLS-115hr7202ih,115,hr,ih,2,6,1341
BILLS-115hr7203ih,115,hr,ih,2,2,1595
BILLS-115hr7204ih,115,hr,ih,6,13,7590
BILLS-115hr7205ih,115,hr,ih,2,2,220
BILLS-115hr7206ih,115,hr,ih,1,4,744
BILLS-115hr7207ih,115,hr,ih,1,1,303
BILLS-115hr7208ih,115,hr,ih,4,1,407
BILLS-115hr7209ih,115,hr,ih,7,3,553
BILLS-115hr720eh,115,hr,eh,0,2,332
BILLS-115hr720ih,115,hr,ih,7,2,355
BILLS-115hr720rfs,115,hr,rfs,0,2,328
BILLS-115hr720rh,115,hr,rh,8,2,448
BILLS-115hr7210ih,115,hr,ih,4,2,305
BILLS-115hr7211ih,115,hr,ih,1,1,434
BILLS-115hr7212ih,115,hr,ih,10,3,1551
BILLS-115hr7213eh,115,hr,eh,1,2,3342
BILLS-115hr7213enr,115,hr,enr,1,2,3348
BILLS-115hr7213ih,115,hr,ih,3,2,3388
BILLS-115hr7213rds,115,hr,rds,1,2,3327
BILLS-115hr7214ih,115,hr,ih,2,2,1375
BILLS-115hr7215ih,115,hr,ih,1,2,326
BILLS-115hr7216ih,115,hr,ih,1,1,326
BILLS-115hr7217eh,115,hr,eh,2,9,6087
BILLS-115hr7217ih,115,hr,ih,7,9,6143
BILLS-115hr7217rds,115,hr,rds,2,9,6059
BILLS-115hr7218ih,115,hr,ih,3,5,1623
BILLS-115hr7219ih,115,hr,ih,3,2,243
BILLS-115hr721ih,115,hr,ih,4,2,195
BILLS-115hr7220ih,115,hr,ih,2,3,682
BILLS-115hr7221ih,115,hr,ih,1,2,509
BILLS-115hr7222ih,115,hr,ih,3,3,1408
BILLS-115hr7223ih,115,hr,ih,3,2,1954
BILLS-115hr7224ih,115,hr,ih,3,3,520
BILLS-115hr7225ih,115,hr,ih,2,3,572
BILLS-115hr7226ih,115,hr,ih,1,6,8090
BILLS-115hr7227eh,115,hr,eh,2,53,17152
BILLS-115hr7227ih,115,hr,ih,4,54,17463
BILLS-115hr7227rds,115,hr,rds,2,53,17138
BILLS-115hr7228ih,115,hr,ih,45,3,1274
BILLS-115hr7229ih,115,hr,ih,8,7,1510
BILLS-115hr722ih,115,hr,ih,38,3,584
BILLS-115hr7230eh,115,hr,eh,0,1,206
BILLS-115hr7230enr,115,hr,enr,0,1,203
BILLS-115hr7230ih,115,hr,ih,7,1,236
BILLS-115hr7230rds,115,hr,rds,0,1,182
BILLS-115hr7231ih,115,hr,ih,1,2,275
BILLS-115hr7232ih,115,hr,ih,2,13,6294
BILLS-115hr7233ih,115,hr,ih,1,2,622
BILLS-115hr7234ih,115,hr,ih,1,2,735
BILLS-115hr7235ih,115,hr,ih,2,2,3444
BILLS-115hr7236ih,115,hr,ih,1,2,784
BILLS-115hr7237ih,115,hr,ih,2,2,406
BILLS-115hr7238ih,115,hr,ih,6,4,3688
BILLS-115hr7239ih,115,hr,ih,1,4,753
BILLS-115hr723ih,115,hr,ih,2,2,733
BILLS-115hr723rh,115,hr,rh,8,2,880
BILLS-115hr7240ih,115,hr,ih,4,1,493
BILLS-115hr7241ih,115,hr,ih,1,4,718
BILLS-115hr7242ih,115,hr,ih,1,2,450
BILLS-115hr7243eh,115,hr,eh,0,1,163
BILLS-115hr7243enr,115,hr,enr,0,1,157
BILLS-115hr7243ih,115,hr,ih,1,1,172
BILLS-115hr7243rds,115,hr,rds,0,1,136
BILLS-115hr7244ih,115,hr,ih,1,2,255
BILLS-115hr7245ih,115,hr,ih,4,17,5965
BILLS-115hr7246ih,115,hr,ih,1,7,1819
BILLS-115hr7247ih,115,hr,ih,2,2,328
BILLS-115hr7248ih,115,hr,ih,5,4,1124
BILLS-115hr7249ih,115,hr,ih,1,2,552
BILLS-115hr724ih,115,hr,ih,177,3,809
BILLS-115hr7250ih,115,hr,ih,3,2,610
BILLS-115hr7251ih,115,hr,ih,1,3,1076
BILLS-115hr7252ih,115,hr,ih,1,3,410
BILLS-115hr7253ih,115,hr,ih,1,2,885
BILLS-115hr7254ih,115,hr,ih,1,2,382
BILLS-115hr7255ih,115,hr,ih,2,3,997
BILLS-115hr7256ih,115,hr,ih,1,1,625
BILLS-115hr7257ih,115,hr,ih,1,2,329
BILLS-115hr7258ih,115,hr,ih,5,1,474
BILLS-115hr7259ih,115,hr,ih,3,2,389
BILLS-115hr725eh,115,hr,eh,0,2,409
BILLS-115hr725ih,115,hr,ih,5,2,429
BILLS-115hr725rfs,115,hr,rfs,0,2,413
BILLS-115hr725rh,115,hr,rh,6,2,514
BILLS-115hr7260ih,115,hr,ih,3,2,214
BILLS-115hr7261ih,115,hr,ih,1,2,434
BILLS-115hr7262ih,115,hr,ih,4,14,10607
BILLS-115hr7263ih,115,hr,ih,1,2,466
BILLS-115hr7264ih,115,hr,ih,1,4,1257
BILLS-115hr7265ih,115,hr,ih,2,2,195
BILLS-115hr7266ih,115,hr,ih,2,1,222
BILLS-115hr7267ih,115,hr,ih,2,6,4630
BILLS-115hr7268ih,115,hr,ih,0,2,517
BILLS-115hr7269ih,115,hr,ih,1,6,1456
BILLS-115hr726ih,115,hr,ih,1,1,926
BILLS-115hr7270ih,115,hr,ih,2,2,1164
BILLS-115hr7271ih,115,hr,ih,1,5,903
BILLS-115hr7272ih,115,hr,ih,3,3,1911
BILLS-115hr7273ih,115,hr,ih,2,3,1626
BILLS-115hr7274ih,115,hr,ih,1,3,426
BILLS-115hr7275ih,115,hr,ih,1,4,482
BILLS-115hr7276ih,115,hr,ih,1,1,458
BILLS-115hr7277ih,115,hr,ih,2,3,809
BILLS-115hr7278ih,115,hr,ih,1,1,481
BILLS-115hr7279eh,115,hr,eh,0,5,1650
BILLS-115hr7279enr,115,hr,enr,0,5,1653
BILLS-115hr7279ih,115,hr,ih,6,5,1669
BILLS-115hr7279rds,115,hr,rds,0,5,1632
BILLS-115hr727ih,115,hr,ih,1,1,319
BILLS-115hr7280ih,115,hr,ih,0,1,283
BILLS-115hr7281ih,115,hr,ih,38,3,1107
BILLS-115hr7282ih,115,hr,ih,1,2,238
BILLS-115hr7283ih,115,hr,ih,2,7,3012
BILLS-115hr7284ih,115,hr,ih,6,7,891
BILLS-115hr7285ih,115,hr,ih,3,2,210
BILLS-115hr7286ih,115,hr,ih,3,6,1854
BILLS-115hr7287ih,115,hr,ih,4,2,480
BILLS-115hr7288ih,115,hr,ih,3,2,485
BILLS-115hr7289ih,115,hr,ih,1,3,1239
BILLS-115hr728ih,115,hr,ih,4,1,227
BILLS-115hr7290ih,115,hr,ih,6,9,3002
BILLS-115hr7291ih,115,hr,ih,9,11,8050
BILLS-115hr7292ih,115,hr,ih,4,3,1690
BILLS-115hr7293eh,115,hr,eh,0,1,200
BILLS-115hr7293ih,115,hr,ih,25,1,281
BILLS-115hr7293rds,115,hr,rds,0,1,178
BILLS-115hr7294ih,115,hr,ih,5,10,4497
BILLS-115hr7295ih,115,hr,ih,7,2,519
BILLS-115hr7296ih,115,hr,ih,4,8,3012
BILLS-115hr7297ih,115,hr,ih,2,2,785
BILLS-115hr7298ih,115,hr,ih,1,3,316
BILLS-115hr7299ih,115,hr,ih,1,4,2070
BILLS-115hr729ih,115,hr,ih,1,17,7662
BILLS-115hr72eh,115,hr,eh,0,2,466
BILLS-115hr72enr,115,hr,enr,0,2,481
BILLS-115hr72ih,115,hr,ih,1,2,474
BILLS-115hr72rfs,115,hr,rfs,0,2,472
BILLS-115hr7300ih,115,hr,ih,6,2,217
BILLS-115hr7301ih,115,hr,ih,8,6,1520
BILLS-115hr7302ih,115,hr,ih,1,3,1605
BILLS-115hr7303ih,115,hr,ih,1,2,865
BILLS-115hr7304ih,115,hr,ih,3,1,362
BILLS-115hr7305ih,115,hr,ih,3,2,378
BILLS-115hr7306ih,115,hr,ih,6,27,7868
BILLS-115hr7307ih,115,hr,ih,8,3,2333
BILLS-115hr7308ih,115,hr,ih,1,2,237
BILLS-115hr7309ih,115,hr,ih,4,2,629
BILLS-115hr730ih,115,hr,ih,5,2,297
BILLS-115hr7310ih,115,hr,ih,3,2,344
BILLS-115hr7311ih,115,hr,ih,2,3,615
BILLS-115hr7312ih,115,hr,ih,2,2,198
BILLS-115hr7313ih,115,hr,ih,5,5,2171
BILLS-115hr7314ih,115,hr,ih,1,5,1565
BILLS-115hr7315ih,115,hr,ih,5,7,1230
BILLS-115hr7316ih,115,hr,ih,1,3,685
BILLS-115hr7317ih,115,hr,ih,2,3,1169
BILLS-115hr7318eh,115,hr,eh,0,1,327
BILLS-115hr7318enr,115,hr,enr,0,1,319
BILLS-115hr7318ih,115,hr,ih,2,1,338
BILLS-115hr7318rds,115,hr,rds,0,1,298
BILLS-115hr7319eh,115,hr,eh,0,1,277
BILLS-115hr7319enr,115,hr,enr,0,1,275
BILLS-115hr7319ih,115,hr,ih,2,1,288
BILLS-115hr7319rds,115,hr,rds,0,1,254
BILLS-115hr731ih,115,hr,ih,1,2,268
BILLS-115hr7320ih,115,hr,ih,1,2,1218
BILLS-115hr7321ih,115,hr,ih,7,14,4596
BILLS-115hr7322ih,115,hr,ih,2,3,849
BILLS-115hr7323ih,115,hr,ih,1,2,812
BILLS-115hr7324ih,115,hr,ih,1,2,577
BILLS-115hr7325ih,115,hr,ih,1,3,491
BILLS-115hr7326ih,115,hr,ih,1,2,348
BILLS-115hr7327eh,115,hr,eh,1,9,8255
BILLS-115hr7327enr,115,hr,enr,1,9,8238
BILLS-115hr7327rds,115,hr,rds,1,9,8215
BILLS-115hr7328eh,115,hr,eh,3,50,39739
BILLS-115hr7328ih,115,hr,ih,9,50,39800
BILLS-115hr7328rds,115,hr,rds,3,50,39692
BILLS-115hr7329eh,115,hr,eh,0,2,634
BILLS-115hr7329ih,115,hr,ih,1,2,640
BILLS-115hr7329rds,115,hr,rds,0,2,617
BILLS-115hr732eh,115,hr,eh,0,2,658
BILLS-115hr732ih,115,hr,ih,27,2,676
BILLS-115hr732rfs,115,hr,rfs,0,2,654
BILLS-115hr732rh,115,hr,rh,35,2,814
BILLS-115hr7330ih,115,hr,ih,10,2,401
BILLS-115hr7331ih,115,hr,ih,30,1,275
BILLS-115hr7332ih,115,hr,ih,5,2,367
BILLS-115hr7333ih,115,hr,ih,6,20,7416
BILLS-115hr7334ih,115,hr,ih,1,4,1423
BILLS-115hr7335ih,115,hr,ih,1,2,216
BILLS-115hr7336ih,115,hr,ih,1,4,1132
BILLS-115hr7337ih,115,hr,ih,5,6,1357
BILLS-115hr7338ih,115,hr,ih,5,38,13071
BILLS-115hr7339ih,115,hr,ih,2,37,18885
BILLS-115hr733ih,115,hr,ih,1,1,397
BILLS-115hr7340ih,115,hr,ih,1,3,1960
BILLS-115hr7341ih,115,hr,ih,1,3,2458
BILLS-115hr7342ih,115,hr,ih,2,4,1311
BILLS-115hr7343ih,115,hr,ih,3,1,489
BILLS-115hr7344ih,115,hr,ih,1,1,337
BILLS-115hr7345ih,115,hr,ih,1,7,1588
BILLS-115hr7346ih,115,hr,ih,1,2,244
BILLS-115hr7347ih,115,hr,ih,4,4,3801
BILLS-115hr7348ih,115,hr,ih,1,2,1991
BILLS-115hr7349ih,115,hr,ih,1,13,6302
BILLS-115hr734ih,115,hr,ih,3,1,388
BILLS-115hr7350ih,115,hr,ih,11,4,606
BILLS-115hr7351ih,115,hr,ih,2,10,2611
BILLS-115hr7352ih,115,hr,ih,2,3,1186
BILLS-115hr7353ih,115,hr,ih,1,3,4966
BILLS-115hr7354ih,115,hr,ih,4,2,286
BILLS-115hr7355ih,115,hr,ih,4,2,756
BILLS-115hr7356ih,115,hr,ih,2,9,1736
BILLS-115hr7357ih,115,hr,ih,1,3,725
BILLS-115hr7358ih,115,hr,ih,1,2,749
BILLS-115hr7359ih,115,hr,ih,4,3,689
BILLS-115hr735ih,115,hr,ih,2,4,479
BILLS-115hr7360ih,115,hr,ih,2,3,208
BILLS-115hr7361ih,115,hr,ih,1,1,214
BILLS-115hr7362ih,115,hr,ih,1,3,299
BILLS-115hr7363ih,115,hr,ih,1,2,435
BILLS-115hr7364ih,115,hr,ih,1,2,319
BILLS-115hr7365ih,115,hr,ih,3,3,876
BILLS-115hr7366ih,115,hr,ih,1,3,1167
BILLS-115hr7367ih,115,hr,ih,2,1,181
BILLS-115hr7368ih,115,hr,ih,72,2,362
BILLS-115hr7369ih,115,hr,ih,2,2,829
BILLS-115hr736ih,115,hr,ih,1,7,1262
BILLS-115hr7370ih,115,hr,ih,2,2,722
BILLS-115hr7371ih,115,hr,ih,1,1,509
BILLS-115hr7372ih,115,hr,ih,2,2,229
BILLS-115hr7373ih,115,hr,ih,1,1,312
BILLS-115hr7374ih,115,hr,ih,2,3,1059
BILLS-115hr7375ih,115,hr,ih,2,10,2221
BILLS-115hr7376ih,115,hr,ih,4,2,804
BILLS-115hr7377ih,115,hr,ih,1,2,232
BILLS-115hr7378ih,115,hr,ih,7,2,327
BILLS-115hr7379ih,115,hr,ih,1,2,564
BILLS-115hr737ih,115,hr,ih,2,3,700
BILLS-115hr7380ih,115,hr,ih,1,3,898
BILLS-115hr7381ih,115,hr,ih,1,2,276
BILLS-115hr7382ih,115,hr,ih,2,2,230
BILLS-115hr7383ih,115,hr,ih,1,2,1306
BILLS-115hr7384ih,115,hr,ih,5,15,6396
BILLS-115hr7385ih,115,hr,ih,2,3,978
BILLS-115hr7386ih,115,hr,ih,2,4,2065
BILLS-115hr7387ih,115,hr,ih,1,2,381
BILLS-115hr7388ih,115,hr,ih,2,3,504
BILLS-115hr7389ih,115,hr,ih,1,2,1706
BILLS-115hr738ih,115,hr,ih,1,1,174
BILLS-115hr7390ih,115,hr,ih,1,2,238
BILLS-115hr7391ih,115,hr,ih,1,2,1342
BILLS-115hr7392ih,115,hr,ih,1,6,2008
BILLS-115hr7393ih,115,hr,ih,2,2,244
BILLS-115hr7394ih,115,hr,ih,2,2,458
BILLS-115hr7395ih,115,hr,ih,1,3,361
BILLS-115hr7396ih,115,hr,ih,3,7,797
BILLS-115hr7397ih,115,hr,ih,2,5,1575
BILLS-115hr7398ih,115,hr,ih,1,2,336
BILLS-115hr7399ih,115,hr,ih,1,2,1189
BILLS-115hr739ih,115,hr,ih,1,2,578
BILLS-115hr73eh,115,hr,eh,0,3,896
BILLS-115hr73ih,115,hr,ih,2,3,910
BILLS-115hr73rfs,115,hr,rfs,0,3,892
BILLS-115hr7400ih,115,hr,ih,1,2,406
BILLS-115hr7401ih,115,hr,ih,3,12,5232
BILLS-115hr740ih,115,hr,ih,1,2,312
BILLS-115hr741ih,115,hr,ih,3,2,438
BILLS-115hr742ih,115,hr,ih,6,1,231
BILLS-115hr743ih,115,hr,ih,8,3,250
BILLS-115hr744ih,115,hr,ih,1,3,444
BILLS-115hr745ih,115,hr,ih,1,8,4213
BILLS-115hr746ih,115,hr,ih,4,7,1187
BILLS-115hr747ih,115,hr,ih,13,12,4817
BILLS-115hr748ih,115,hr,ih,34,4,638
BILLS-115hr749ih,115,hr,ih,10,7,2283
BILLS-115hr74ih,115,hr,ih,27,2,515
BILLS-115hr750ih,115,hr,ih,2,6,5607
BILLS-115hr751ih,115,hr,ih,1,1,349
BILLS-115hr752ih,115,hr,ih,1,1,410
BILLS-115hr753ih,115,hr,ih,9,19,17690
BILLS-115hr754eh,115,hr,eh,0,5,1755
BILLS-115hr754enr,115,hr,enr,0,5,1758
BILLS-115hr754ih,115,hr,ih,2,5,1765
BILLS-115hr754pcs,115,hr,pcs,0,5,1793
BILLS-115hr755ih,115,hr,ih,3,2,460
BILLS-115hr756ih,115,hr,ih,11,22,20106
BILLS-115hr757ih,115,hr,ih,1,3,298
BILLS-115hr758ih,115,hr,ih,2,2,1700
BILLS-115hr759ih,115,hr,ih,2,3,497
BILLS-115hr75ih,115,hr,ih,5,2,1620
BILLS-115hr760ih,115,hr,ih,2,2,662
BILLS-115hr761ih,115,hr,ih,5,2,406
BILLS-115hr762ih,115,hr,ih,3,10,1711
BILLS-115hr763ih,115,hr,ih,2,10,985
BILLS-115hr764ih,115,hr,ih,1,6,3726
BILLS-115hr765ih,115,hr,ih,6,3,481
BILLS-115hr766ih,115,hr,ih,1,1,663
BILLS-115hr767eas,115,hr,eas,1,2,899
BILLS-115hr767eh,115,hr,eh,0,6,930
BILLS-115hr767enr,115,hr,enr,1,2,917
BILLS-115hr767ih,115,hr,ih,4,5,950
BILLS-115hr767rfs,115,hr,rfs,0,6,925
BILLS-115hr767rh,115,hr,rh,12,5,1091
BILLS-115hr768ih,115,hr,ih,1,1,144
BILLS-115hr769ih,115,hr,ih,2,4,674
BILLS-115hr76ih,115,hr,ih,51,2,397
BILLS-115hr770eas,115,hr,eas,0,0,550
BILLS-115hr770eh,115,hr,eh,1,2,1462
BILLS-115hr770enr,115,hr,enr,1,2,1524
BILLS-115hr770ih,115,hr,ih,8,2,1486
BILLS-115hr770rfs,115,hr,rfs,1,2,1416
BILLS-115hr771ih,115,hr,ih,103,6,1154
BILLS-115hr772eh,115,hr,eh,0,3,1365
BILLS-115hr772ih,115,hr,ih,36,3,1475
BILLS-115hr772rds,115,hr,rds,0,3,1336
BILLS-115hr772rh,115,hr,rh,87,3,1738
BILLS-115hr773ih,115,hr,ih,1,3,226
BILLS-115hr774ih,115,hr,ih,1,2,178
BILLS-115hr775ih,115,hr,ih,1,1,273
BILLS-115hr776ih,115,hr,ih,1,2,622
BILLS-115hr777ih,115,hr,ih,1,3,871
BILLS-115hr778ih,115,hr,ih,6,4,1087
BILLS-115hr779ih,115,hr,ih,1,5,938
BILLS-115hr77ih,115,hr,ih,2,2,252
BILLS-115hr780ih,115,hr,ih,1,1,605
BILLS-115hr781ih,115,hr,ih,2,2,362
BILLS-115hr782ih,115,hr,ih,2,2,314
BILLS-115hr783ih,115,hr,ih,2,2,270
BILLS-115hr784ih,115,hr,ih,2,3,295
BILLS-115hr785ih,115,hr,ih,2,3,320
BILLS-115hr786ih,115,hr,ih,17,7,1244
BILLS-115hr787ih,115,hr,ih,17,4,1952
BILLS-115hr788ih,115,hr,ih,24,6,1299
BILLS-115hr788rh,115,hr,rh,62,6,1535
BILLS-115hr789ih,115,hr,ih,5,2,912
BILLS-115hr78eh,115,hr,eh,0,4,1666
BILLS-115hr78ih,115,hr,ih,1,4,1620
BILLS-115hr78rfs,115,hr,rfs,0,4,1664
BILLS-115hr790ih,115,hr,ih,27,4,2737
BILLS-115hr791ih,115,hr,ih,2,4,1624
BILLS-115hr792ih,115,hr,ih,2,2,1220
BILLS-115hr793ih,115,hr,ih,14,2,321
BILLS-115hr794ih,115,hr,ih,4,7,1288
BILLS-115hr795ih,115,hr,ih,23,2,348
BILLS-115hr796ih,115,hr,ih,1,5,2041
BILLS-115hr797ih,115,hr,ih,0,1,285
BILLS-115hr798ih,115,hr,ih,0,3,380
BILLS-115hr799ih,115,hr,ih,6,3,610
BILLS-115hr79eh,115,hr,eh,0,3,587
BILLS-115hr79ih,115,hr,ih,2,3,596
BILLS-115hr79rfs,115,hr,rfs,0,3,593
BILLS-115hr7eh,115,hr,eh,0,5,1906
BILLS-115hr7ih,115,hr,ih,48,5,2077
BILLS-115hr7rfs,115,hr,rfs,0,5,1915
BILLS-115hr800ih,115,hr,ih,8,8,5177
BILLS-115hr801eh,115,hr,eh,0,2,514
BILLS-115hr801ih,115,hr,ih,8,2,455
BILLS-115hr801rfs,115,hr,rfs,0,2,512
BILLS-115hr801rh,115,hr,rh,22,2,713
BILLS-115hr802ih,115,hr,ih,1,4,686
BILLS-115hr803ih,115,hr,ih,1,1,153
BILLS-115hr804ih,115,hr,ih,58,2,527
BILLS-115hr805eh,115,hr,eh,0,3,605
BILLS-115hr805ih,115,hr,ih,2,3,614
BILLS-115hr805rfs,115,hr,rfs,0,3,600
BILLS-115hr805rh,115,hr,rh,2,3,704
BILLS-115hr806eh,115,hr,eh,0,6,2524
BILLS-115hr806ih,115,hr,ih,20,5,2248
BILLS-115hr806rfs,115,hr,rfs,0,6,2527
BILLS-115hr806rh,115,hr,rh,25,6,2719
BILLS-115hr807ih,115,hr,ih,47,2,353
BILLS-115hr808ih,115,hr,ih,6,38,20629
BILLS-115hr809ih,115,hr,ih,1,2,309
BILLS-115hr80ih,115,hr,ih,6,4,643
BILLS-115hr810ih,115,hr,ih,1,11,2403
BILLS-115hr811ih,115,hr,ih,3,2,304
BILLS-115hr812ih,115,hr,ih,15,4,926
BILLS-115hr813ih,115,hr,ih,64,2,692
BILLS-115hr814ih,115,hr,ih,1,1,226
BILLS-115hr815ih,115,hr,ih,1,1,249
BILLS-115hr816ih,115,hr,ih,8,2,363
BILLS-115hr817ih,115,hr,ih,33,2,1806
BILLS-115hr818ih,115,hr,ih,2,3,585
BILLS-115hr819ih,115,hr,ih,7,2,286
BILLS-115hr81ih,115,hr,ih,1,4,852
BILLS-115hr820ih,115,hr,ih,4,12,4701
BILLS-115hr821ih,115,hr,ih,30,5,1416
BILLS-115hr822ih,115,hr,ih,24,6,1420
BILLS-115hr823ih,115,hr,ih,76,3,3156
BILLS-115hr824ih,115,hr,ih,1,2,405
BILLS-115hr825ih,115,hr,ih,23,8,2700
BILLS-115hr825rh,115,hr,rh,40,8,3136
BILLS-115hr826ih,115,hr,ih,2,2,448
BILLS-115hr827ih,115,hr,ih,1,7,2039
BILLS-115hr828ih,115,hr,ih,32,2,3068
BILLS-115hr829ih,115,hr,ih,1,2,1153
BILLS-115hr82ih,115,hr,ih,1,3,910
BILLS-115hr830ih,115,hr,ih,25,11,3535
BILLS-115hr831ih,115,hr,ih,8,2,664
BILLS-115hr832ih,115,hr,ih,1,3,439
BILLS-115hr833ih,115,hr,ih,10,2,209
BILLS-115hr834ih,115,hr,ih,1,1,233
BILLS-115hr835eh,115,hr,eh,0,1,198
BILLS-115hr835ih,115,hr,ih,3,1,210
BILLS-115hr835rfs,115,hr,rfs,0,1,195
BILLS-115hr835rh,115,hr,rh,3,1,297
BILLS-115hr836ih,115,hr,ih,1,2,399
BILLS-115hr837ih,115,hr,ih,59,3,629
BILLS-115hr838ih,115,hr,ih,1,2,479
BILLS-115hr839ih,115,hr,ih,1,2,711
BILLS-115hr83ih,115,hr,ih,1,2,319
BILLS-115hr840ih,115,hr,ih,1,3,701
BILLS-115hr841ih,115,hr,ih,16,2,218
BILLS-115hr842ih,115,hr,ih,5,2,324
