,session,type,outcome,sponsor_count,section_count,word_count
BILLS-115hr3031rds,115,hr,rds,0,2,549
BILLS-115hr3031rh,115,hr,rh,9,2,677
BILLS-115hr3032ih,115,hr,ih,3,2,1253
BILLS-115hr3033ih,115,hr,ih,6,7,2581
BILLS-115hr3034ih,115,hr,ih,37,5,1285
BILLS-115hr3035ih,115,hr,ih,13,2,759
BILLS-115hr3036ih,115,hr,ih,38,2,409
BILLS-115hr3037ih,115,hr,ih,1,2,330
BILLS-115hr3038ih,115,hr,ih,20,2,819
BILLS-115hr3039ih,115,hr,ih,2,5,2736
BILLS-115hr303ih,115,hr,ih,1,3,1024
BILLS-115hr3040ih,115,hr,ih,26,3,1545
BILLS-115hr3041ih,115,hr,ih,4,2,284
BILLS-115hr3042ih,115,hr,ih,1,12,2917
BILLS-115hr3043eh,115,hr,eh,0,7,5091
BILLS-115hr3043ih,115,hr,ih,1,4,5028
BILLS-115hr3043rfs,115,hr,rfs,0,7,5100
BILLS-115hr3043rh,115,hr,rh,1,4,5080
BILLS-115hr3044ih,115,hr,ih,5,1,697
BILLS-115hr3045eh,115,hr,eh,0,2,247
BILLS-115hr3045ih,115,hr,ih,1,2,238
BILLS-115hr3045rfs,115,hr,rfs,0,2,244
BILLS-115hr3045rh,115,hr,rh,4,2,395
BILLS-115hr3046ih,115,hr,ih,4,3,1382
BILLS-115hr3047ih,115,hr,ih,1,1,239
BILLS-115hr3048ih,115,hr,ih,23,2,340
BILLS-115hr3049ih,115,hr,ih,1,2,702
BILLS-115hr304eas,115,hr,eas,0,2,1853
BILLS-115hr304eh,115,hr,eh,0,2,1807
BILLS-115hr304enr,115,hr,enr,0,2,1875
BILLS-115hr304ih,115,hr,ih,20,2,1899
BILLS-115hr304rfs,115,hr,rfs,0,2,1811
BILLS-115hr3050eh,115,hr,eh,0,2,798
BILLS-115hr3050ih,115,hr,ih,2,2,725
BILLS-115hr3050rfs,115,hr,rfs,0,2,787
BILLS-115hr3050rh,115,hr,rh,2,2,944
BILLS-115hr3051ih,115,hr,ih,2,2,597
BILLS-115hr3052ih,115,hr,ih,2,4,2387
BILLS-115hr3053eh,115,hr,eh,0,36,8823
BILLS-115hr3053ih,115,hr,ih,1,29,7719
BILLS-115hr3053rfs,115,hr,rfs,0,36,8827
BILLS-115hr3053rh,115,hr,rh,110,33,8938
BILLS-115hr3054ih,115,hr,ih,2,3,1767
BILLS-115hr3055ih,115,hr,ih,2,2,201
BILLS-115hr3056ih,115,hr,ih,2,2,190
BILLS-115hr3057ih,115,hr,ih,3,24,11478
BILLS-115hr3058ih,115,hr,ih,2,2,206
BILLS-115hr3058rh,115,hr,rh,3,2,298
BILLS-115hr3059ih,115,hr,ih,24,5,1237
BILLS-115hr305ih,115,hr,ih,19,2,1530
BILLS-115hr3060ih,115,hr,ih,24,5,1339
BILLS-115hr3061ih,115,hr,ih,2,2,844
BILLS-115hr3062ih,115,hr,ih,1,1,205
BILLS-115hr3063ih,115,hr,ih,13,2,210
BILLS-115hr3064ih,115,hr,ih,2,3,1853
BILLS-115hr3065ih,115,hr,ih,1,1,325
BILLS-115hr3066ih,115,hr,ih,1,1,249
BILLS-115hr3067ih,115,hr,ih,4,11,9006
BILLS-115hr3068ih,115,hr,ih,2,2,477
BILLS-115hr3069ih,115,hr,ih,4,3,630
BILLS-115hr306eh,115,hr,eh,0,3,1287
BILLS-115hr306ih,115,hr,ih,2,3,1298
BILLS-115hr306rfs,115,hr,rfs,0,3,1281
BILLS-115hr3070ih,115,hr,ih,2,1,370
BILLS-115hr3071eh,115,hr,eh,0,2,360
BILLS-115hr3071ih,115,hr,ih,3,2,354
BILLS-115hr3071rfs,115,hr,rfs,0,2,358
BILLS-115hr3071rh,115,hr,rh,14,2,473
BILLS-115hr3072ih,115,hr,ih,2,4,293
BILLS-115hr3072rh,115,hr,rh,2,4,399
BILLS-115hr3073ih,115,hr,ih,10,2,632
BILLS-115hr3074ih,115,hr,ih,1,6,1772
BILLS-115hr3075ih,115,hr,ih,3,2,180
BILLS-115hr3076eh,115,hr,eh,0,4,910
BILLS-115hr3076ih,115,hr,ih,2,2,427
BILLS-115hr3076rfs,115,hr,rfs,0,4,906
BILLS-115hr3076rh,115,hr,rh,19,3,1110
BILLS-115hr3077ih,115,hr,ih,2,2,1286
BILLS-115hr3078ih,115,hr,ih,8,3,324
BILLS-115hr3079ih,115,hr,ih,35,6,1637
BILLS-115hr307ih,115,hr,ih,1,2,445
BILLS-115hr3080ih,115,hr,ih,2,1,599
BILLS-115hr3081ih,115,hr,ih,2,2,336
BILLS-115hr3082ih,115,hr,ih,1,3,241
BILLS-115hr3083ih,115,hr,ih,6,2,2181
BILLS-115hr3084ih,115,hr,ih,2,2,3071
BILLS-115hr3085ih,115,hr,ih,4,5,1511
BILLS-115hr3086ih,115,hr,ih,3,6,3784
BILLS-115hr3087ih,115,hr,ih,2,2,438
BILLS-115hr3088ih,115,hr,ih,3,2,590
BILLS-115hr3089ih,115,hr,ih,5,4,5937
BILLS-115hr308ih,115,hr,ih,27,2,296
BILLS-115hr3090ih,115,hr,ih,2,2,277
BILLS-115hr3091ih,115,hr,ih,2,2,674
BILLS-115hr3092ih,115,hr,ih,3,4,825
BILLS-115hr3093eh,115,hr,eh,0,2,339
BILLS-115hr3093ih,115,hr,ih,5,2,357
BILLS-115hr3093rfs,115,hr,rfs,0,2,328
BILLS-115hr3093rh,115,hr,rh,6,2,459
BILLS-115hr3094ih,115,hr,ih,1,2,720
BILLS-115hr3095ih,115,hr,ih,2,2,841
BILLS-115hr3096ih,115,hr,ih,1,2,1176
BILLS-115hr3097ih,115,hr,ih,3,2,489
BILLS-115hr3098ih,115,hr,ih,7,3,3108
BILLS-115hr3099ih,115,hr,ih,1,5,958
BILLS-115hr309eh,115,hr,eh,0,2,1437
BILLS-115hr309ih,115,hr,ih,19,2,1491
BILLS-115hr309rfs,115,hr,rfs,0,2,1409
BILLS-115hr30ih,115,hr,ih,1,2,166
BILLS-115hr3100ih,115,hr,ih,12,3,1172
BILLS-115hr3101eh,115,hr,eh,0,4,651
BILLS-115hr3101ih,115,hr,ih,1,4,714
BILLS-115hr3101rfs,115,hr,rfs,0,4,652
BILLS-115hr3101rh,115,hr,rh,7,4,859
BILLS-115hr3102ih,115,hr,ih,11,2,971
BILLS-115hr3103ih,115,hr,ih,11,1,553
BILLS-115hr3104ih,115,hr,ih,1,5,1516
BILLS-115hr3105ih,115,hr,ih,2,3,840
BILLS-115hr3106ih,115,hr,ih,5,1,259
BILLS-115hr3107ih,115,hr,ih,7,2,148
BILLS-115hr3108ih,115,hr,ih,3,6,2065
BILLS-115hr3109eh,115,hr,eh,0,1,205
BILLS-115hr3109enr,115,hr,enr,0,1,203
BILLS-115hr3109ih,115,hr,ih,19,1,259
BILLS-115hr3109rfs,115,hr,rfs,0,1,194
BILLS-115hr3109rs,115,hr,rs,1,1,238
BILLS-115hr310ih,115,hr,ih,2,5,642
BILLS-115hr3110eh,115,hr,eh,0,2,236
BILLS-115hr3110enr,115,hr,enr,0,2,241
BILLS-115hr3110ih,115,hr,ih,24,2,301
BILLS-115hr3110rds,115,hr,rds,0,2,220
BILLS-115hr3110rh,115,hr,rh,30,2,414
BILLS-115hr3111ih,115,hr,ih,9,4,3700
BILLS-115hr3112ih,115,hr,ih,3,2,676
BILLS-115hr3113ih,115,hr,ih,2,3,391
BILLS-115hr3114ih,115,hr,ih,10,17,2932
BILLS-115hr3115eh,115,hr,eh,0,8,2336
BILLS-115hr3115ih,115,hr,ih,9,9,3115
BILLS-115hr3115rfs,115,hr,rfs,0,8,2323
BILLS-115hr3115rh,115,hr,rh,10,8,2506
BILLS-115hr3116ih,115,hr,ih,2,2,231
BILLS-115hr3117ih,115,hr,ih,13,5,2150
BILLS-115hr3118ih,115,hr,ih,11,9,2547
BILLS-115hr3119ih,115,hr,ih,16,2,1155
BILLS-115hr311ih,115,hr,ih,1,4,269
BILLS-115hr3120ih,115,hr,ih,4,1,227
BILLS-115hr3121eh,115,hr,eh,0,2,518
BILLS-115hr3121ih,115,hr,ih,35,3,436
BILLS-115hr3121rfs,115,hr,rfs,0,2,516
BILLS-115hr3121rh,115,hr,rh,36,2,757
BILLS-115hr3122eh,115,hr,eh,0,2,446
BILLS-115hr3122enr,115,hr,enr,0,2,423
BILLS-115hr3122ih,115,hr,ih,5,2,519
BILLS-115hr3122rfs,115,hr,rfs,0,2,411
BILLS-115hr3122rh,115,hr,rh,6,2,656
BILLS-115hr3123ih,115,hr,ih,16,5,1103
BILLS-115hr3124ih,115,hr,ih,16,3,818
BILLS-115hr3125ih,115,hr,ih,1,2,222
BILLS-115hr3126ih,115,hr,ih,1,2,614
BILLS-115hr3127ih,115,hr,ih,3,1,510
BILLS-115hr3128ih,115,hr,ih,3,1,270
BILLS-115hr3129ih,115,hr,ih,9,2,466
BILLS-115hr312ih,115,hr,ih,12,12,4950
BILLS-115hr3130ih,115,hr,ih,7,7,3247
BILLS-115hr3131ih,115,hr,ih,1,2,233
BILLS-115hr3131rh,115,hr,rh,11,2,389
BILLS-115hr3132ih,115,hr,ih,16,21,15273
BILLS-115hr3133ih,115,hr,ih,6,3,1023
BILLS-115hr3133rh,115,hr,rh,9,3,1133
BILLS-115hr3134ih,115,hr,ih,7,3,1388
BILLS-115hr3135ih,115,hr,ih,2,2,657
BILLS-115hr3136ih,115,hr,ih,5,2,224
BILLS-115hr3137ih,115,hr,ih,3,2,246
BILLS-115hr3138ih,115,hr,ih,7,7,1954
BILLS-115hr3139ih,115,hr,ih,6,5,633
BILLS-115hr313ih,115,hr,ih,2,3,1414
BILLS-115hr3140ih,115,hr,ih,162,10,3760
BILLS-115hr3141ih,115,hr,ih,2,4,852
BILLS-115hr3142ih,115,hr,ih,3,12,3307
BILLS-115hr3143ih,115,hr,ih,2,2,357
BILLS-115hr3144eh,115,hr,eh,0,4,566
BILLS-115hr3144ih,115,hr,ih,5,4,590
BILLS-115hr3144rfs,115,hr,rfs,0,4,556
BILLS-115hr3144rh,115,hr,rh,9,4,738
BILLS-115hr3145ih,115,hr,ih,8,22,3931
BILLS-115hr3146ih,115,hr,ih,1,3,593
BILLS-115hr3147ih,115,hr,ih,1,3,512
BILLS-115hr3148ih,115,hr,ih,2,2,302
BILLS-115hr3149ih,115,hr,ih,4,2,2101
BILLS-115hr314ih,115,hr,ih,6,6,4961
BILLS-115hr3150ih,115,hr,ih,2,2,437
BILLS-115hr3151ih,115,hr,ih,1,4,828
BILLS-115hr3152ih,115,hr,ih,10,4,918
BILLS-115hr3153ih,115,hr,ih,2,2,308
BILLS-115hr3154eh,115,hr,eh,0,2,207
BILLS-115hr3154ih,115,hr,ih,3,2,225
BILLS-115hr3154rfs,115,hr,rfs,0,2,203
BILLS-115hr3154rh,115,hr,rh,4,2,318
BILLS-115hr3155ih,115,hr,ih,3,3,751
BILLS-115hr3156ih,115,hr,ih,1,1,130
BILLS-115hr3157ih,115,hr,ih,1,6,3857
BILLS-115hr3158ih,115,hr,ih,1,24,9872
BILLS-115hr3159ih,115,hr,ih,1,2,2975
BILLS-115hr315eh,115,hr,eh,0,2,459
BILLS-115hr315enr,115,hr,enr,0,2,458
BILLS-115hr315ih,115,hr,ih,3,2,472
BILLS-115hr315rfs,115,hr,rfs,0,2,450
BILLS-115hr315rs,115,hr,rs,1,2,493
BILLS-115hr3160ih,115,hr,ih,8,31,15726
BILLS-115hr3161ih,115,hr,ih,3,3,844
BILLS-115hr3162rh,115,hr,rh,1,0,5960
BILLS-115hr3163ih,115,hr,ih,2,2,1527
BILLS-115hr3164ih,115,hr,ih,4,1,889
BILLS-115hr3165ih,115,hr,ih,2,2,675
BILLS-115hr3166ih,115,hr,ih,2,1,634
BILLS-115hr3167ih,115,hr,ih,4,5,839
BILLS-115hr3168ih,115,hr,ih,2,2,3590
BILLS-115hr3168rh,115,hr,rh,2,3,3899
BILLS-115hr3169ih,115,hr,ih,3,4,1441
BILLS-115hr316ih,115,hr,ih,1,4,1800
BILLS-115hr3170eh,115,hr,eh,0,2,437
BILLS-115hr3170ih,115,hr,ih,2,2,447
BILLS-115hr3170rfs,115,hr,rfs,0,2,434
BILLS-115hr3170rh,115,hr,rh,3,2,544
BILLS-115hr3171ih,115,hr,ih,2,1,273
BILLS-115hr3172ih,115,hr,ih,2,2,375
BILLS-115hr3173ih,115,hr,ih,3,4,1697
BILLS-115hr3174ih,115,hr,ih,5,6,1491
BILLS-115hr3175ih,115,hr,ih,7,2,760
BILLS-115hr3176ih,115,hr,ih,10,2,291
BILLS-115hr3176rh,115,hr,rh,11,2,433
BILLS-115hr3177ih,115,hr,ih,1,2,174
BILLS-115hr3178eh,115,hr,eh,0,8,3726
BILLS-115hr3178ih,115,hr,ih,8,8,3893
BILLS-115hr3178rfs,115,hr,rfs,0,8,3707
BILLS-115hr3179ih,115,hr,ih,1,2,995
BILLS-115hr3179rh,115,hr,rh,16,2,1139
BILLS-115hr317ih,115,hr,ih,1,2,412
BILLS-115hr3180eh,115,hr,eh,1,30,8891
BILLS-115hr3180ih,115,hr,ih,3,31,9166
BILLS-115hr3180rfs,115,hr,rfs,1,30,8871
BILLS-115hr3180rh,115,hr,rh,3,30,9044
BILLS-115hr3181ih,115,hr,ih,5,2,3637
BILLS-115hr3182ih,115,hr,ih,15,2,413
BILLS-115hr3183eh,115,hr,eh,0,1,215
BILLS-115hr3183enr,115,hr,enr,0,1,211
BILLS-115hr3183ih,115,hr,ih,10,1,245
BILLS-115hr3183rfs,115,hr,rfs,0,1,202
BILLS-115hr3183rs,115,hr,rs,1,1,248
BILLS-115hr3184eh,115,hr,eh,0,1,192
BILLS-115hr3184enr,115,hr,enr,0,1,193
BILLS-115hr3184ih,115,hr,ih,7,1,216
BILLS-115hr3184rds,115,hr,rds,0,1,172
BILLS-115hr3185ih,115,hr,ih,1,2,647
BILLS-115hr3186eh,115,hr,eh,1,3,710
BILLS-115hr3186ih,115,hr,ih,5,3,649
BILLS-115hr3186rfs,115,hr,rfs,1,3,716
BILLS-115hr3186rh,115,hr,rh,56,3,1054
BILLS-115hr3186rs,115,hr,rs,2,3,753
BILLS-115hr3187ih,115,hr,ih,4,2,308
BILLS-115hr3188ih,115,hr,ih,1,1,475
BILLS-115hr3189ih,115,hr,ih,1,1,474
BILLS-115hr318ih,115,hr,ih,1,2,263
BILLS-115hr3190ih,115,hr,ih,1,1,474
BILLS-115hr3191ih,115,hr,ih,7,2,217
BILLS-115hr3192eh,115,hr,eh,1,2,840
BILLS-115hr3192ih,115,hr,ih,3,2,713
BILLS-115hr3192rfs,115,hr,rfs,1,2,825
BILLS-115hr3192rh,115,hr,rh,24,2,1036
BILLS-115hr3193ih,115,hr,ih,1,2,335
BILLS-115hr3194ih,115,hr,ih,1,2,199
BILLS-115hr3195ih,115,hr,ih,2,2,478
BILLS-115hr3196ih,115,hr,ih,1,2,211
BILLS-115hr3197ih,115,hr,ih,6,2,313
BILLS-115hr3198ih,115,hr,ih,5,23,4916
BILLS-115hr3199ih,115,hr,ih,8,10,8159
BILLS-115hr319ih,115,hr,ih,1,2,328
BILLS-115hr31ih,115,hr,ih,1,11,3384
BILLS-115hr3200ih,115,hr,ih,7,2,460
BILLS-115hr3201ih,115,hr,ih,2,9,2514
BILLS-115hr3202eh,115,hr,eh,0,2,313
BILLS-115hr3202ih,115,hr,ih,1,2,319
BILLS-115hr3202rfs,115,hr,rfs,0,2,311
BILLS-115hr3202rh,115,hr,rh,1,2,405
BILLS-115hr3203ih,115,hr,ih,5,57,23298
BILLS-115hr3204ih,115,hr,ih,1,2,877
BILLS-115hr3205ih,115,hr,ih,6,2,177
BILLS-115hr3206ih,115,hr,ih,1,4,346
BILLS-115hr3207ih,115,hr,ih,2,2,382
BILLS-115hr3208ih,115,hr,ih,1,2,265
BILLS-115hr3209ih,115,hr,ih,2,9,2627
BILLS-115hr320ih,115,hr,ih,1,1,425
BILLS-115hr3210eas,115,hr,eas,0,7,1464
BILLS-115hr3210eh,115,hr,eh,0,4,389
BILLS-115hr3210enr,115,hr,enr,0,7,1486
BILLS-115hr3210ih,115,hr,ih,2,2,245
BILLS-115hr3210rfs,115,hr,rfs,0,4,380
BILLS-115hr3210rh,115,hr,rh,2,4,534
BILLS-115hr3210rs,115,hr,rs,1,8,1634
BILLS-115hr3211ih,115,hr,ih,1,5,1204
BILLS-115hr3212ih,115,hr,ih,9,1,349
BILLS-115hr3213ih,115,hr,ih,1,2,372
BILLS-115hr3214ih,115,hr,ih,67,3,449
BILLS-115hr3215ih,115,hr,ih,18,2,328
BILLS-115hr3216ih,115,hr,ih,1,2,391
BILLS-115hr3217ih,115,hr,ih,1,5,1379
BILLS-115hr3218eh,115,hr,eh,8,36,11235
BILLS-115hr3218enr,115,hr,enr,8,36,11242
BILLS-115hr3218ih,115,hr,ih,63,30,8417
BILLS-115hr3218rds,115,hr,rds,8,36,11216
BILLS-115hr3218rh,115,hr,rh,127,33,10142
BILLS-115hr3219eh,115,hr,eh,0,2,64504
BILLS-115hr3219pcs,115,hr,pcs,0,2,64552
BILLS-115hr3219rh,115,hr,rh,1,0,31108
BILLS-115hr321eh,115,hr,eh,0,4,518
BILLS-115hr321enr,115,hr,enr,0,4,526
BILLS-115hr321ih,115,hr,ih,44,4,639
BILLS-115hr321rfs,115,hr,rfs,0,4,517
BILLS-115hr321rs,115,hr,rs,1,4,551
BILLS-115hr3220ih,115,hr,ih,6,6,1661
BILLS-115hr3221ih,115,hr,ih,2,2,487
BILLS-115hr3221rh,115,hr,rh,3,2,591
BILLS-115hr3222ih,115,hr,ih,52,5,782
BILLS-115hr3223ih,115,hr,ih,10,3,735
BILLS-115hr3224ih,115,hr,ih,7,2,1308
BILLS-115hr3225ih,115,hr,ih,2,2,413
BILLS-115hr3225rh,115,hr,rh,2,2,532
BILLS-115hr3226ih,115,hr,ih,4,2,519
BILLS-115hr3227ih,115,hr,ih,11,11,10786
BILLS-115hr3228ih,115,hr,ih,1,2,167
BILLS-115hr3229eh,115,hr,eh,0,1,161
BILLS-115hr3229ih,115,hr,ih,3,1,176
BILLS-115hr3229rfs,115,hr,rfs,0,1,151
BILLS-115hr3229rh,115,hr,rh,4,1,278
BILLS-115hr322ih,115,hr,ih,7,3,1097
BILLS-115hr3230eh,115,hr,eh,0,1,192
BILLS-115hr3230enr,115,hr,enr,0,1,193
BILLS-115hr3230ih,115,hr,ih,3,1,209
BILLS-115hr3230rfs,115,hr,rfs,0,1,184
BILLS-115hr3230rs,115,hr,rs,1,1,225
BILLS-115hr3231ih,115,hr,ih,1,2,324
BILLS-115hr3232ih,115,hr,ih,21,2,670
BILLS-115hr3233ih,115,hr,ih,2,6,1798
BILLS-115hr3234ih,115,hr,ih,40,2,802
BILLS-115hr3235ih,115,hr,ih,3,4,730
BILLS-115hr3236ih,115,hr,ih,2,4,1362
BILLS-115hr3237ih,115,hr,ih,1,1,270
BILLS-115hr3238ih,115,hr,ih,5,4,865
BILLS-115hr3239ih,115,hr,ih,65,7,4625
BILLS-115hr323ih,115,hr,ih,5,2,293
BILLS-115hr3240ih,115,hr,ih,2,8,2252
BILLS-115hr3241ih,115,hr,ih,1,1,209
BILLS-115hr3242ih,115,hr,ih,2,2,295
BILLS-115hr3243eh,115,hr,eh,0,4,297
BILLS-115hr3243enr,115,hr,enr,0,4,278
BILLS-115hr3243ih,115,hr,ih,4,4,315
BILLS-115hr3243rds,115,hr,rds,0,4,257
BILLS-115hr3243rh,115,hr,rh,4,4,427
BILLS-115hr3244ih,115,hr,ih,3,1,854
BILLS-115hr3244rh,115,hr,rh,3,2,1265
BILLS-115hr3245ih,115,hr,ih,2,2,702
BILLS-115hr3245rh,115,hr,rh,2,2,838
BILLS-115hr3246ih,115,hr,ih,1,3,2262
BILLS-115hr3247ih,115,hr,ih,1,5,1126
BILLS-115hr3248ih,115,hr,ih,24,5,2349
BILLS-115hr3249eas,115,hr,eas,0,6,638
BILLS-115hr3249eh,115,hr,eh,0,6,663
BILLS-115hr3249enr,115,hr,enr,0,6,660
BILLS-115hr3249ih,115,hr,ih,1,6,546
BILLS-115hr3249rfs,115,hr,rfs,0,6,666
BILLS-115hr3249rh,115,hr,rh,2,6,799
BILLS-115hr324ih,115,hr,ih,2,3,603
BILLS-115hr3250ih,115,hr,ih,8,2,1034
BILLS-115hr3251ih,115,hr,ih,2,3,1492
BILLS-115hr3252ih,115,hr,ih,1,2,291
BILLS-115hr3253ih,115,hr,ih,1,2,358
BILLS-115hr3254ih,115,hr,ih,2,3,897
BILLS-115hr3255ih,115,hr,ih,12,2,230
BILLS-115hr3256ih,115,hr,ih,6,2,263
BILLS-115hr3257ih,115,hr,ih,4,8,2882
BILLS-115hr3258ih,115,hr,ih,1,2,538
BILLS-115hr3259ih,115,hr,ih,12,2,210
BILLS-115hr325ih,115,hr,ih,1,3,2091
BILLS-115hr3260ih,115,hr,ih,1,3,1442
BILLS-115hr3261ih,115,hr,ih,3,2,682
BILLS-115hr3262eh,115,hr,eh,0,4,2419
BILLS-115hr3262ih,115,hr,ih,2,4,2494
BILLS-115hr3262rfs,115,hr,rfs,0,4,2391
BILLS-115hr3262rh,115,hr,rh,2,5,2855
BILLS-115hr3263ih,115,hr,ih,5,1,280
BILLS-115hr3264ih,115,hr,ih,4,3,548
BILLS-115hr3265ih,115,hr,ih,2,2,694
BILLS-115hr3266rh,115,hr,rh,1,0,11813
BILLS-115hr3267rh,115,hr,rh,1,0,19600
BILLS-115hr3268rh,115,hr,rh,1,0,21942
BILLS-115hr3269ih,115,hr,ih,21,3,755
BILLS-115hr326ih,115,hr,ih,3,4,1087
BILLS-115hr3270ih,115,hr,ih,3,10,3943
BILLS-115hr3271ih,115,hr,ih,3,2,1202
BILLS-115hr3271rh,115,hr,rh,13,2,1401
BILLS-115hr3272ih,115,hr,ih,4,3,1735
BILLS-115hr3273ih,115,hr,ih,81,2,845
BILLS-115hr3274ih,115,hr,ih,2,7,973
BILLS-115hr3275ih,115,hr,ih,13,39,12176
BILLS-115hr3276ih,115,hr,ih,8,2,317
BILLS-115hr3277ih,115,hr,ih,2,1,362
BILLS-115hr3278ih,115,hr,ih,1,1,4496
BILLS-115hr3279eh,115,hr,eh,1,2,207
BILLS-115hr3279ih,115,hr,ih,2,2,212
BILLS-115hr3279rfs,115,hr,rfs,1,2,192
BILLS-115hr3279rh,115,hr,rh,2,2,311
BILLS-115hr3279rs,115,hr,rs,2,2,250
BILLS-115hr327ih,115,hr,ih,1,1,423
BILLS-115hr3280rh,115,hr,rh,1,4,51570
BILLS-115hr3281eh,115,hr,eh,0,9,1066
BILLS-115hr3281ih,115,hr,ih,1,9,1071
BILLS-115hr3281rfs,115,hr,rfs,0,9,1058
BILLS-115hr3281rh,115,hr,rh,2,9,1170
BILLS-115hr3282ih,115,hr,ih,1,2,182
BILLS-115hr3283ih,115,hr,ih,1,1,561
BILLS-115hr3284eh,115,hr,eh,0,2,732
BILLS-115hr3284ih,115,hr,ih,3,2,737
BILLS-115hr3284rfs,115,hr,rfs,0,2,730
BILLS-115hr3284rh,115,hr,rh,4,2,839
BILLS-115hr3285ih,115,hr,ih,11,46,14304
BILLS-115hr3286ih,115,hr,ih,1,2,408
BILLS-115hr3287ih,115,hr,ih,1,4,593
BILLS-115hr3288ih,115,hr,ih,7,5,330
BILLS-115hr3288rh,115,hr,rh,8,6,593
BILLS-115hr3289ih,115,hr,ih,1,1,368
BILLS-115hr328ih,115,hr,ih,1,2,869
BILLS-115hr3290ih,115,hr,ih,2,1,474
BILLS-115hr3291ih,115,hr,ih,2,3,3882
BILLS-115hr3292ih,115,hr,ih,4,2,942
BILLS-115hr3293ih,115,hr,ih,2,2,230
BILLS-115hr3294ih,115,hr,ih,3,10,3030
BILLS-115hr3295ih,115,hr,ih,3,2,717
BILLS-115hr3296ih,115,hr,ih,1,3,1876
BILLS-115hr3297ih,115,hr,ih,1,3,920
BILLS-115hr3298eas,115,hr,eas,0,2,581
BILLS-115hr3298eh,115,hr,eh,0,2,541
BILLS-115hr3298enr,115,hr,enr,0,2,603
BILLS-115hr3298ih,115,hr,ih,105,2,799
BILLS-115hr3298rfs,115,hr,rfs,0,2,521
BILLS-115hr3299eh,115,hr,eh,0,4,935
BILLS-115hr3299ih,115,hr,ih,2,4,944
BILLS-115hr3299rfs,115,hr,rfs,0,4,911
BILLS-115hr3299rh,115,hr,rh,3,4,1062
BILLS-115hr329ih,115,hr,ih,1,1,1588
BILLS-115hr32ih,115,hr,ih,1,2,365
BILLS-115hr3300ih,115,hr,ih,2,4,1144
BILLS-115hr3301ih,115,hr,ih,6,2,1390
BILLS-115hr3302ih,115,hr,ih,6,5,2624
BILLS-115hr3303ih,115,hr,ih,3,3,3006
BILLS-115hr3304ih,115,hr,ih,2,2,661
BILLS-115hr3305ih,115,hr,ih,2,3,310
BILLS-115hr3306ih,115,hr,ih,1,2,720
BILLS-115hr3307ih,115,hr,ih,38,7,1450
BILLS-115hr3308ih,115,hr,ih,1,2,475
BILLS-115hr3309ih,115,hr,ih,1,2,263
BILLS-115hr3309rh,115,hr,rh,2,2,519
BILLS-115hr330ih,115,hr,ih,1,5,575
BILLS-115hr3310ih,115,hr,ih,1,2,324
BILLS-115hr3311ih,115,hr,ih,3,3,2097
BILLS-115hr3312eh,115,hr,eh,0,6,2041
BILLS-115hr3312ih,115,hr,ih,9,5,1780
BILLS-115hr3312rfs,115,hr,rfs,0,6,2030
BILLS-115hr3312rh,115,hr,rh,70,5,2070
BILLS-115hr3313ih,115,hr,ih,1,2,302
BILLS-115hr3314ih,115,hr,ih,6,83,48781
BILLS-115hr3315ih,115,hr,ih,2,2,284
BILLS-115hr3316ih,115,hr,ih,12,6,1862
BILLS-115hr3317eh,115,hr,eh,0,3,199
BILLS-115hr3317ih,115,hr,ih,2,3,210
BILLS-115hr3317rfs,115,hr,rfs,0,3,195
BILLS-115hr3318ih,115,hr,ih,1,1,110
BILLS-115hr3319ih,115,hr,ih,3,2,235
BILLS-115hr331ih,115,hr,ih,2,3,377
BILLS-115hr3320eh,115,hr,eh,0,1,840
BILLS-115hr3320ih,115,hr,ih,6,1,859
BILLS-115hr3320rfs,115,hr,rfs,0,1,829
BILLS-115hr3321ih,115,hr,ih,3,5,1367
BILLS-115hr3322ih,115,hr,ih,1,2,224
BILLS-115hr3323ih,115,hr,ih,30,3,819
BILLS-115hr3324ih,115,hr,ih,3,2,245
BILLS-115hr3325ih,115,hr,ih,6,5,4058
BILLS-115hr3326eh,115,hr,eh,0,5,1366
BILLS-115hr3326ih,115,hr,ih,1,4,998
BILLS-115hr3326rfs,115,hr,rfs,0,5,1367
BILLS-115hr3326rh,115,hr,rh,2,5,1329
BILLS-115hr3327ih,115,hr,ih,4,2,477
BILLS-115hr3328eh,115,hr,eh,0,4,848
BILLS-115hr3328ih,115,hr,ih,3,4,900
BILLS-115hr3328rfs,115,hr,rfs,0,4,832
BILLS-115hr3328rh,115,hr,rh,3,4,1045
BILLS-115hr3329eh,115,hr,eh,0,12,7619
BILLS-115hr3329ih,115,hr,ih,2,11,5314
BILLS-115hr3329pcs,115,hr,pcs,0,12,7657
BILLS-115hr3329rh,115,hr,rh,115,12,7572
BILLS-115hr332ih,115,hr,ih,5,2,471
BILLS-115hr3330ih,115,hr,ih,9,2,981
BILLS-115hr3331eh,115,hr,eh,0,1,318
BILLS-115hr3331ih,115,hr,ih,2,1,342
BILLS-115hr3331rfs,115,hr,rfs,0,1,306
BILLS-115hr3331rh,115,hr,rh,14,1,572
BILLS-115hr3332ih,115,hr,ih,4,5,1335
BILLS-115hr3333ih,115,hr,ih,6,9,2691
BILLS-115hr3334ih,115,hr,ih,15,5,892
BILLS-115hr3335ih,115,hr,ih,3,4,1632
